iteration,unified_error,dT,dP,dQ,Q_total,energy_imbalance,damping
30,0.08658913781615439,0.010461540640482938,0.003945064815883072,0.2040387714919615,98291.57862236556,0.010648019590072437,0.11845009979931047
31,0.09558974231212924,0.008990816189846674,0.0024555600013957788,0.22875575958977853,97476.27448294657,0.009279275506339257,0.10068258482941389
32,0.10185768839671563,0.007414858524098936,0.0017609748579462878,0.24634887503871702,96778.62975655601,0.008261303291097826,0.08558019710500181
33,0.10406390950341904,0.005643539949404074,0.0014143897284606033,0.2538090389449132,96229.76631856227,0.007483367454005987,0.08814760301815186
34,0.10170638071445767,0.004998359025751334,0.0012742318719899594,0.2486304768243979,95886.61497463133,0.006871767874629416,0.09079203110869642
35,0.0957934139221853,0.00551517290144142,0.0014215871966081976,0.23325756830571773,95760.47861361929,0.00627543985218234,0.09351579204195731
36,0.08646613972980005,0.00591218166467229,0.0019606722474686624,0.20927283153609352,95907.73981111935,0.00569697309285716,0.09632126580321604
37,0.07532625597387496,0.006060661876434687,0.0032591504467526836,0.18062540283487635,96288.9034748132,0.005143769537787466,0.09921090377731252
38,0.06408019121243513,0.005930143170932742,0.004409054920345136,0.15206580739998252,96781.11416247548,0.004624619735110451,0.1021872308906319
39,0.05434191275400178,0.005592386176660892,0.004836866349965157,0.12784396253336097,97230.28899052879,0.0041465500098755055,0.10525284781735086
40,0.04720468531227975,0.0051445122011199015,0.0044884184831237165,0.1106229918380176,97530.21850877926,0.0037113808019657566,0.1084104332518714
41,0.042981594144208345,0.0046828433425840765,0.003552374984247226,0.10099495452581317,97645.545618243,0.0033176282181593773,0.11166274624942754
42,0.041111145411862435,0.0042674485765498114,0.0023077983903567636,0.09735651575792788,97602.74670377742,0.0029601623399105,0.11501262863691038
43,0.04017600338075014,0.003912834107203312,0.0010420745848276083,0.09600613705225824,97483.76467309166,0.00263399023551851,0.1184630074960177
44,0.038635002110478996,0.003844582907622587,0.0006153557182208556,0.09243524450946447,97403.25432523571,0.002333934588864624,0.12201689772089823
45,0.03536578591397983,0.004391453756731137,0.0007785826965333659,0.08363371967995176,97455.63125755015,0.0020565854977017245,0.1256774046525252
46,0.03363189742866476,0.0058497306540830785,0.0013064485671009222,0.07757678863402837,97672.92286848888,0.0018030984597206803,0.12944772679210095
47,0.038583280668011775,0.0068626462795586055,0.0017962541960452796,0.0886974282924482,98013.74518938793,0.0015709857891713552,0.1100305677732858
48,0.04324350551250175,0.006104727655633893,0.002453059693455711,0.10077750627889262,98389.94507425495,0.0013623358731453723,0.09352598260729293
49,0.0455908897320543,0.005446214394879699,0.0031709938943292903,0.1069455129880914,98655.36702130707,0.0012091716630678064,0.07949708521619898
50,0.04629572647470144,0.005222198868757673,0.0038417310239533403,0.10859625180601924,98818.54657576914,0.0010964093911855753,0.08188199777268496
51,0.04591788679358881,0.00589842592709576,0.004365870141151192,0.10671335598630066,98913.64682272487,0.0010086735182183314,0.08433845770586551
52,0.044971124183201525,0.006492237412047718,0.004990565677844474,0.10344029020703385,98988.10961424938,0.0009256326672771837,0.08686861143704148
53,0.043940039388463734,0.007000232540474117,0.0056376628772116305,0.10003103449207941,99063.75415761751,0.0008471689432597718,0.08947466978015273
54,0.0431754039689434,0.007430223323612075,0.006251937802582673,0.09738231769745508,99161.44010154824,0.0007778609396034979,0.09215890987355731
55,0.04282563552290472,0.0077985088456218096,0.00680731653989231,0.09586192169169384,99294.96675562808,0.0007079152120325935,0.09492367716976403
56,0.043019977500556285,0.008117764455422026,0.007307340414035026,0.09577850908895116,99466.63690714464,0.000641562217112272,0.09777138748485696
57,0.04371696612365887,0.008405856248291235,0.00777714391002154,0.09699798710584517,99666.49342104349,0.0005794854650576717,0.10070452910940267
58,0.044432172673092137,0.008655136545515122,0.00824969006782524,0.09830045010330259,99875.54156796355,0.00052171268033292,0.10372566498268475
59,0.04487798827000226,0.0088647245581849,0.00874766406677567,0.0989564140834329,100072.50672574178,0.0004682305405662432,0.1068374349321653
60,0.04493796743328733,0.00901826040240419,0.009273210561578201,0.09869005290002504,100240.56195181921,0.00041894781099594734,0.11004255798013025
61,0.044253920065649495,0.00910538982420756,0.009803340984603425,0.09662773984761447,100372.62698425344,0.00037369145898155686,0.11334383471953416
62,0.0430110254028461,0.009119930748542069,0.010292836096856012,0.09326121471014516,100473.43297709567,0.0003422333335015784,0.11674414976112019
63,0.041539174454871104,0.0090629170879978,0.010685608936906083,0.08944221458072692,100557.16743589017,0.0003105886706452772,0.1202464742539538
64,0.03994996921073782,0.008949034870390468,0.010931572710727477,0.08546010180109034,100641.39271195771,0.0002843727120865512,0.12385386848157241
65,0.03863244758125714,0.00878984207682269,0.011003403198222706,0.0822895752772088,100739.25411371543,0.00025032347718916253,0.1275694845360196
66,0.03770045609989641,0.00859729884940225,0.010905257990008658,0.08020121240533445,100853.82665696024,0.00021959960535234072,0.1313965690721002
67,0.036860364422271676,0.00838114397511891,0.010669432001269671,0.07843505107992543,100977.00098795063,0.00019134003948818943,0.1353384661442632
68,0.03593435407904992,0.00814354804386492,0.010339132153666369,0.07652277107692669,101093.61366732867,0.00016655269760976692,0.1393986201285911
69,0.0349335996395454,0.00788008060054545,0.009946024557612898,0.0744809062195116,101188.69454075821,0.0001442412684709576,0.14358057873244884
70,0.03343580987519008,0.007573611747867869,0.00949391100679174,0.07126895743671145,101253.97222691309,0.0001296533765934478,0.1478879960944223
71,0.03147184454041641,0.007212941472958101,0.008954313536690944,0.06698951310973746,101291.0617938702,0.00011142141534653996,0.15232463597725496
72,0.02931455730413149,0.00678442601763854,0.008281033377143109,0.062361450554118625,101309.55428975393,9.532324993081295e-05,0.1568943750565726
73,0.02775874458757105,0.006281403775089628,0.007428320867512257,0.05940129726008188,101322.3137178978,8.227538504601e-05,0.1616012063082698
74,0.027427764622001305,0.005728322730366075,0.006370361697511627,0.05965590797588137,101339.44950918225,7.125137489526499e-05,0.16644924249751789
75,0.02671560464280545,0.005158724792053529,0.005155934341334436,0.05905231964429289,101356.09648812898,6.343758739787669e-05,0.17144271977244344
76,0.025859130519380557,0.00458405702756399,0.0038741234794897376,0.05812670753114253,101356.19535893477,5.288055985730408e-05,0.17658600136561675
77,0.025498726771687952,0.005031969239952414,0.002597953613381531,0.05741587088257669,101323.65875296324,4.38817976533155e-05,0.18188358140658525
78,0.02548648743410679,0.005685640794966236,0.0013476861663327257,0.05735673470713439,101252.75291562552,3.639302754083493e-05,0.1873400888487828
79,0.025792749088521555,0.006354287681277107,0.0008518214361932798,0.05770167432193014,101156.17610733431,3.02396800357836e-05,0.1929602915142463
80,0.025891277168211387,0.006942726103582272,0.0013519197562512984,0.057109506938820546,101064.63970789479,2.5000034077078156e-05,0.19874910025967368
81,0.025500686888251745,0.007347523915082885,0.002458239817024368,0.0551750733970343,100993.90337062393,2.0446642245438516e-05,0.2047115732674639
82,0.02470383755250215,0.007533304381489071,0.003552311320707413,0.0524501338394126,100937.14634300343,1.657373266021773e-05,0.21085292046548781
83,0.025655268626000427,0.0075318197479329035,0.004346593847761364,0.05443305489318748,100878.24564254085,1.3390906667435153e-05,0.21717850807945246
84,0.026540863064160203,0.007404797742845898,0.004784575847211578,0.05655507199394883,100809.4767233321,1.0843828183078914e-05,0.22369386332183605
85,0.026803601429476263,0.007177520505934755,0.004888499762562212,0.0573872331864748,100738.07764250645,8.780758263926138e-06,0.23040467922149113
86,0.027153675172441567,0.006842281275949724,0.004711270143723273,0.05868627158329255,100679.68647024297,7.021941184605459e-06,0.23731681959813586
87,0.027329933413205176,0.006380093797040619,0.004286995043251157,0.05980124221434673,100646.43606589688,5.487321005887984e-06,0.24443632418607994
88,0.028208682722924698,0.005792853312952885,0.0036171700875608386,0.06292026845057844,100639.55812319212,4.204535514220006e-06,0.25176941391166235
89,0.028870790495874356,0.006376892753217311,0.002694044752471332,0.0644530611102329,100651.55002662668,3.1896653757175995e-06,0.2593224963290122
90,0.02928766556724925,0.007255146305317826,0.0019179791162485483,0.06500502805468102,100674.2986015328,2.410141127344363e-06,0.2671021712188826
91,0.02946067350593179,0.008038429355480837,0.0014997106718450332,0.06486339907342611,100705.32501573209,7.358321490868711e-06,0.27511523635544904
92,0.02932773305793282,0.00870709231921798,0.0012781326424207743,0.06397317400440368,100747.66297617844,5.829262297322507e-06,0.28336869344611254
93,0.029011991316359464,0.009273159648610474,0.0027914777505389037,0.06186107976701873,100804.62929222768,6.298265142244422e-06,0.2918697542494959
94,0.027720426034236016,0.009737722408876921,0.004307797552066077,0.05740944390068008,100875.07917471629,4.713007838841281e-06,0.3006258468769808
95,0.025757923927054484,0.010086478967141465,0.005792895674609218,0.05141188301319013,100953.6704080234,3.5822896357523764e-06,0.3096446222832902
96,0.024987692287971437,0.010300044932491094,0.007212448588914688,0.04856296149298016,101034.16783729149,2.7553108407622217e-06,0.31893396095178894
97,0.0249527660015273,0.010359236077187998,0.00852105548172277,0.04776215118576886,101113.22607384031,2.1333163935287896e-06,0.3285019797803426
98,0.025031745874751838,0.01025909182716574,0.009670210574625578,0.04748516757240106,101189.53923971963,1.658386507297632e-06,0.3383570391737529
99,0.025034485905550706,0.010016442923756138,0.010612983436178915,0.047263280122031175,101262.57954497106,1.2890340584926203e-06,0.34850775034896553
100,0.02494833418613382,0.009638949442314209,0.011314860290831433,0.04707445587760462,101329.42287115811,9.863542931423584e-07,0.3589629828594345
101,0.02474069506964503,0.009124046579989106,0.011748484328938415,0.04685344892965426,101386.4179431335,6.874887986097748e-07,0.36973187234521754
102,0.024396035056857356,0.008455851013682032,0.01187157000814354,0.04659845162438959,101431.95541879964,4.6513127476544054e-07,0.38082382851557406
103,0.02374575892813726,0.007553651427294653,0.011635609073639773,0.04599294135622862,101467.92159034862,2.8582741157158185e-07,0.3922485433710413
104,0.022470757352531717,0.006471193028636949,0.010947014126745917,0.04423219328931939,101504.7787190317,1.7317831874492112e-07,0.40401599967217255
105,0.021090302479629723,0.005332346881521547,0.00981119152918132,0.042487813552962106,101531.57366378616,8.858268358499856e-08,0.41613647966233774
106,0.021534752808031958,0.004077115955846882,0.008343053669185826,0.04558823922964011,101516.47084525914,4.506917215779e-08,0.4286205740522079
107,0.02188249103456841,0.0049999467143188705,0.006506583375116072,0.046452989184544116,101469.65230706919,1.0946505283726177e-07,0.4414791912737741
108,0.0221704284830379,0.005774534212844205,0.004307367789476003,0.04749785310001254,101408.92361688422,2.1039256362079076e-07,0.45472356701198735
109,0.02199688470436674,0.0064296296140685365,0.001930143868344099,0.04759751021267626,101321.00791573693,5.467139948693083e-07,0.46836527402234696
110,0.02174825471968004,0.007070729642552807,0.000650036632733815,0.04697488884028038,101199.09283606536,7.171026146277799e-06,0.4824162322430174
111,0.02187549359061001,0.00762349985788016,0.002878533822164375,0.04562596720756268,101054.93531153172,3.824099033988401e-06,0.4968887192103079
112,0.021825733884004987,0.00803907252547311,0.00516638838812938,0.04394206799047466,100893.1335758089,2.0009110939321967e-06,0.5
113,0.021551527064941595,0.008139485548273652,0.007233197850557303,0.042122733188801685,100713.75241190082,1.0484759009251686e-06,0.5
114,0.021466020194982578,0.00784408962265416,0.008943420408704082,0.04134925066045025,100559.92881308933,5.634778486075529e-07,0.5
115,0.020938343154950353,0.007485455644055469,0.010041915742270124,0.039839444372185354,100398.82357218832,3.402033130645167e-07,0.5
116,0.020231726011216884,0.007030045738951614,0.010625723951888719,0.03823640731314623,100249.13149294304,2.2980468944461574e-07,0.5
117,0.019544248121289444,0.006420932430061984,0.010761548081282607,0.03705891383252032,100122.53215273216,1.6229551920962468e-07,0.5
118,0.01955131496180699,0.005766005430505307,0.010449183501710839,0.037887690223156745,100009.12103883862,6.561108536405711e-07,0.5
119,0.019209870381010335,0.005096882560619226,0.009787807401771313,0.03803388969102095,99915.48979020129,7.20809519320992e-07,0.5
120,0.018558106943684295,0.004437287732773111,0.008861980198569505,0.037526989527152874,99844.07706885753,5.901428297997648e-07,0.5
121,0.01855656849797181,0.0038196738177307915,0.007733723781027321,0.03870488553668507,99790.45549417911,4.209791529703935e-07,0.5
122,0.018621281639379438,0.0032411428672822285,0.006487634438218491,0.04006824401205712,99755.162034922,2.659144588920745e-07,0.5
123,0.01823881604213483,0.003136670083936579,0.005193468240795214,0.039863635901002885,99736.8828272701,3.5441718856589568e-06,0.5
124,0.017406158667423968,0.003273466665810038,0.003905870400455692,0.03828899480252204,99732.18681971185,1.8690910389870156e-06,0.5
125,0.016061269245576968,0.0033198291255416034,0.0026781049660880712,0.03549429150535678,99739.23949825787,2.2338843847426217e-06,0.5
126,0.014293507102808628,0.0032741576132038533,0.001551196247086232,0.0316840120202746,99755.57902110787,7.038631541420282e-06,0.5
127,0.012235581817480742,0.0031311718805402734,0.0007109272156379706,0.027102319055342595,99778.20595067312,3.5375704947960303e-06,0.5
128,0.010700337039595411,0.002900116365029649,0.00043592172353692073,0.023632765372190417,99804.79186630307,1.793683455255505e-06,0.5
129,0.00971464373947244,0.002594147931191341,0.0009599795127735871,0.021212471661102964,99832.93652597332,9.22956258396575e-07,0.5
130,0.008764393636355438,0.0022301288346253294,0.0014428705457833133,0.018959419983371608,99860.28119564988,4.843834993144372e-07,0.5
131,0.007865061452773539,0.0018492726713109353,0.0017497086355536984,0.016938526642846063,99884.91121633314,2.5850448158460673e-07,0.5
132,0.007094259177257173,0.0015945793774730273,0.001878012427887677,0.015202062351726067,99905.14044432792,1.374271008402622e-07,0.5
133,0.006439758077005406,0.0013925010464562945,0.0018374527297896318,0.013788167781162404,99919.56988761283,6.92894931145073e-08,0.5
134,0.005889666654268907,0.0011868606750838784,0.001642711880493055,0.012715950020341862,99927.23891351173,3.0677560569438774e-08,0.5
135,0.005478936913388019,0.001050003644149276,0.0013133994299387858,0.011990638924351378,99927.55069347372,1.0763992097829063e-08,0.5
136,0.006618246771636298,0.0013364494785830514,0.0008732759718750343,0.014772529464570177,99920.29124690825,4.763582944614157e-09,0.425
137,0.007378419811260829,0.0014596409962006713,0.0003492231847079523,0.016811796939597425,99905.65291438557,9.896825343091383e-09,0.36124999999999996
138,0.007954307667496616,0.001555062466529991,0.0001604694561480301,0.018250471974137532,99887.40334650116,6.471339034559379e-06,0.30706249999999996
139,0.00841684167054456,0.001626292074857923,0.0006148889610483644,0.019108367620979293,99865.22852497525,7.974501823261881e-06,0.26100312499999995
140,0.008739538816769903,0.0016640688082245078,0.0010045439415453372,0.01968250626292758,99841.91557955352,7.925089760601835e-06,0.26883321874999994
141,0.009107023570936547,0.0020443414491102714,0.0013239066815155475,0.020061264137473323,99819.00453600325,7.418759427471488e-06,0.2768982153124999
142,0.009342373754319825,0.002364183664890174,0.001721053473995982,0.020131223983911397,99792.27481477764,6.02143038266495e-06,0.28520516177187494
143,0.009415507027523936,0.002621616602535031,0.0021471463798297765,0.019843577776359922,99761.65926177963,4.432718203113729e-06,0.2937613166250312
144,0.009311306407835649,0.0028177668829111437,0.0025671091063279453,0.019176944583514006,99727.55780487653,3.357724943212029e-06,0.30257415612378213
145,0.009044293345852758,0.0029503462000244284,0.0029579983180344884,0.018181388005590222,99691.57904116754,3.1815361367262504e-06,0.3116513808074956
146,0.00864117802212866,0.003012673244628832,0.003301812440831325,0.016939365590277155,99655.55394686207,3.8655868309327465e-06,0.3210009222317205
147,0.008130698307555265,0.0030020238988234275,0.0035809523100739584,0.015534245715027756,99620.50392677257,5.2227727570749696e-06,0.33063094989867214
148,0.008313066140761452,0.0029218559464218585,0.0037803890294497117,0.015970614890756917,99587.00309188681,7.003688413613078e-06,0.34054987839563233
149,0.008401701413164537,0.0027785006393910403,0.003891194374764057,0.01628015570613827,99556.09691511605,8.778209626495893e-06,0.35076637474750133
150,0.008377988351927,0.0025770711013781114,0.003909669825828781,0.016413064865525004,99529.24656269606,1.0021551919916256e-05,0.3612893659899264
151,0.008231384260055749,0.002324026308393016,0.003834404555590313,0.0163372320639512,99507.53000491038,1.0423124242947798e-05,0.3721280469696242
152,0.007963438545307873,0.0020305187008250293,0.0036663800037495813,0.016044887660569863,99491.44100648916,9.946208107449148e-06,0.3832918883787129
153,0.0075787560197663525,0.0017099318738855356,0.0034112650118037747,0.015531325669628459,99481.40940772748,8.688980316736686e-06,0.3947906450300743
154,0.007081795318864504,0.0013754418037091177,0.0030793562958746014,0.014789368345514845,99477.94483507486,6.862183712028579e-06,0.40663436438097655
155,0.006482940388821417,0.0010401799254038525,0.002683398082319506,0.013825472005489937,99481.22077557188,4.835485744413035e-06,0.4188333953124059
156,0.0058004544104575,0.0007189874541010267,0.0022378280422400395,0.012663234550922702,99490.96058115404,3.027791687983964e-06,0.4313983971717781
157,0.0050552845578797165,0.00042826929468561055,0.0017592984531008687,0.011330292873463245,99506.75265157648,1.772888206501784e-06,0.44434034908693143
158,0.004416450028855918,0.000552625144253143,0.001265847657863491,0.009855576098954906,99528.11538826452,1.2804251741633163e-06,0.4576705595595394
159,0.0037835930371228803,0.0007943911825324542,0.000775120322829145,0.008277031248860173,99554.29162077216,1.5981157254134541e-06,0.4714006763463256
160,0.0031175586772539212,0.0010044133230473666,0.00030393289805581393,0.006637516921059529,99584.34033819202,2.5944128262990228e-06,0.4855426966367154
161,0.0033973632793392397,0.0011737543832493493,0.0002099560378943722,0.007214675796151564,99617.30411287151,4.014870869053359e-06,0.41271129214120805
162,0.003614114178155338,0.0011016604245193884,0.0005229427894949276,0.007672153626121494,99652.1708120504,5.529910260962134e-06,0.35080459832002686
163,0.0038063973754195652,0.0010395156683269526,0.0007851659112369676,0.008083894814603476,99681.64480734697,6.033017043091446e-06,0.2981839085720228
164,0.0038796823095600327,0.0009918536002784073,0.0009460610996363831,0.008234321623803482,99712.48793724668,7.0338692351671645e-06,0.3071294258291835
165,0.004071934010048216,0.0011325869387112037,0.0010406799729014513,0.00852690809995861,99742.20298945029,7.680068681055834e-06,0.316343308604059
166,0.004345665226289658,0.0012409371889724546,0.0011467722729568421,0.00904983974027327,99775.00962548424,8.345243645408903e-06,0.26889181231345016
167,0.004458335411453069,0.001082785342233101,0.0012594534798929795,0.00943332644645308,99806.24332257635,8.209819961160827e-06,0.2769585666828537
168,0.004542985321576224,0.0011627685286998166,0.0012945566468842583,0.009547416451798615,99830.20516258826,7.280409155680898e-06,0.2852673236833393
169,0.004643075723635992,0.0012062848418351176,0.0013252080026431262,0.0097388004659333,99857.17096681532,6.6935457528917015e-06,0.2938253433938395
170,0.0047822038404017626,0.0012246500219101643,0.0013448375855038357,0.010058440786342326,99886.16581952322,6.254248356203647e-06,0.3026401036956547
171,0.004913013569996861,0.0012168023851350587,0.0013555754080340399,0.010387943835840076,99913.32523735162,5.458258342745132e-06,0.3117193068065243
172,0.0049272951804048915,0.0011787522916688058,0.0013519322428475324,0.010463519537919656,99936.72975396761,4.33731654059098e-06,0.32107088601072004
173,0.0048562208999824875,0.0011177718995819626,0.0013204048529054466,0.010362577923921533,99957.82156944166,3.253717460602046e-06,0.3307030125910416
174,0.004729038990761731,0.0010454505660946478,0.0012544194867308556,0.01014993716744425,99978.02736845592,2.351358464279371e-06,0.3406241029687729
175,0.004528970756856764,0.0009691914914824657,0.001160545163627348,0.009772962818845772,99996.35779157165,1.607205423133836e-06,0.35084282605783607
176,0.004350663860831446,0.0008901998215736659,0.0010481423605353277,0.009462388650237285,100011.30982485363,1.096146278630761e-06,0.36136811083957115
177,0.004151847013286971,0.0008100108675635733,0.0009207626990111636,0.009109225316148271,100023.26021637442,9.229732665605349e-07,0.3722091541647583
178,0.003965622983171597,0.0007314186645741449,0.0007815405897657619,0.008791868498471968,100033.47867976772,1.0466347409263126e-06,0.38337542878970104
179,0.003766792863275801,0.0006564982554548654,0.0006398054273603664,0.008440581189054453,100042.14016313275,1.4389792678331621e-06,0.39487669165339206
180,0.0035485486030122928,0.0005849115700869213,0.000506784444538597,0.008033067715174513,100048.8656058347,2.108840733568196e-06,0.4067229924029938
181,0.003361314080418328,0.0005186630376320012,0.00038954976672443903,0.0076898472800516,100054.18480057722,2.922114851521544e-06,0.41892468217508366
182,0.003182907276935435,0.00045848560056663235,0.0002933716975641137,0.007352096742989898,100059.0597020699,3.66787822366327e-06,0.43149242264033616
183,0.003019496399830934,0.0004053096584549143,0.00022501771286218274,0.007030922484691329,100063.82929581124,4.256419502758526e-06,0.44443719531954623
184,0.0028812590963014878,0.000359361401367109,0.0001897547157591681,0.006748908981507027,100068.67605167507,4.636072510226161e-06,0.45777031117913264
185,0.0027985207510579165,0.00032185387789370585,0.00018906409909283075,0.00657991595020467,100074.19024512982,4.702807230668311e-06,0.4715034205145066
186,0.0027553339225427,0.00031295177107067574,0.00022287017240037592,0.006463947949085886,100080.83254551879,4.441150323021138e-06,0.48564852312994183
187,0.002797390332818321,0.00044619483886888643,0.0002900410881518593,0.006402260449100986,100088.70975982357,3.927237036455076e-06,0.5
188,0.002869331777835002,0.0005816179668552125,0.00038673692655640586,0.006398343014454089,100097.99060242529,3.236504420475181e-06,0.5
189,0.00295942582835534,0.0006911590975003437,0.0005071668431494856,0.0064538220518132626,100108.80053241437,2.462284014118172e-06,0.5
190,0.0030626189705582987,0.00078959881182585,0.0006368468687941207,0.006548525180172836,100120.67278121831,1.7788953969603173e-06,0.5
191,0.00317531160063608,0.0008735466854188874,0.0007711594656806507,0.006679152583330986,100133.59637878936,1.1968597277766247e-06,0.5
192,0.0032902252346421086,0.0009395935174299527,0.0009049795698772688,0.006833479784236684,100147.31443612819,7.419707624250088e-07,0.5
193,0.0034008752239779324,0.0009863195507373891,0.0010326382494062823,0.006999549384504301,100161.55537599456,4.200133715015021e-07,0.5
194,0.0035011372021485584,0.001012754313953649,0.001148689266033897,0.007165744058400798,100176.036835449,2.2158783637315377e-07,0.5
195,0.0035848621706927237,0.001018954770199244,0.0012485568607266038,0.007318922226169264,100190.41885444378,1.2458503544727505e-07,0.5
196,0.0036472214054535127,0.0010063738174631313,0.0013285039103335251,0.007447427741003889,100204.38052788586,1.0039582388575884e-07,0.5
197,0.003684075079443727,0.0009761019158421515,0.0013858052745790003,0.007541183145477667,100217.62466192758,1.1723410828704955e-07,0.5
198,0.0036922343969974804,0.0009300843782858182,0.0014188697926208475,0.007591066717897459,100229.86409350886,1.4709212877027402e-07,0.5
199,0.0036698488631359905,0.0008709553188763087,0.0014271093896653388,0.007590112144130998,100240.85440929756,1.6979524703056644e-07,0.5
200,0.0036158189143888518,0.0008006899957377109,0.001410904401421998,0.00753340508952342,100250.39438625774,1.734211179163427e-07,0.5
201,0.00353017746575219,0.0007218755768116352,0.0013715447719879897,0.007417795701574845,100258.3216101909,1.562142609706501e-07,0.5
202,0.003414178050908501,0.0006373495280007406,0.0013110313779206278,0.007242579910310196,100264.53274884011,1.2248054278813076e-07,0.5
203,0.0032717216913329696,0.0005544875168929617,0.0012320056573440704,0.007008813882767427,100268.96925247763,8.16849035772408e-08,0.5
204,0.0031033631073087422,0.000470328237397494,0.0011375841197671106,0.006719287470990806,100271.6192484425,4.518280023594481e-08,0.5
205,0.002912493529748328,0.0003870856401960683,0.0010311869044298714,0.006378554731959816,100272.52080566186,2.3025624673677262e-08,0.5
206,0.002703051978829184,0.00030693057759571455,0.0009164161883057823,0.005992491275324354,100271.75293556038,2.244081756012302e-08,0.5
207,0.0024799183684979186,0.00023319349781109213,0.0007968541487855889,0.00556817534904091,100269.43433669671,4.5901617530669626e-08,0.5
208,0.002253773051072427,0.00018335537621148114,0.0006760004366167756,0.005113077033161198,100265.70404272224,9.205011200781363e-08,0.5
209,0.002028414019906257,0.0001571415095267374,0.0005570791972904392,0.004635353941593685,100260.72966497655,1.5455464201195515e-07,0.5
210,0.0018036930373534824,0.0001444436871826547,0.00044296166340897377,0.004143308074496564,100254.69420511421,2.253404366943462e-07,0.5
211,0.0015814907668808401,0.00014072375785915639,0.0003360943977970807,0.0036449559604444038,100247.78509052674,2.9414097182174604e-07,0.5
212,0.0013639702838453424,0.00014275585680364702,0.00023841937721381912,0.003147960164202799,100240.19200150826,3.520924377468233e-07,0.5
