N,Th_out(K),x_out,Iterations,Time(s)
10,52.94656077666042,0.6838478118322501,0,0.5900764465332031
20,52.94153517390036,0.68395210993859,0,1.1470229625701904
50,52.93441824309688,0.6838360326307212,0,3.86842942237854
100,52.93893516192798,0.6839587772197923,0,11.311354875564575
