T/K,rho/(kg/m3),cp/(J/(kg.K)),K/(W/(m.K)),alpha_thermal/(1/K),resistivity/(ohm.m)
1,8940,0.126,0.28,0,0.00000014
1.5,8940,0.183,0.426,0,0.00000014
2,8940,0.243,0.565,0,0.00000014
2.5,8940,0.305,0.702,0,0.00000014
3,8940,0.371,0.84,0,0.00000014
3.5,8940,0.441,0.986,0,0.00000014
4,8940,0.515,1.14,0,0.00000014
4.5,8940,0.594,1.32,0,0.00000014
5,8940,0.678,1.61,0,0.00000014
5.5,8940,0.768,1.9,0,0.00000014
6,8940,0.863,2.22,0,0.00000014
6.5,8940,0.965,2.56,0,0.00000014
7,8940,1.07,2.93,0,0.00000014
7.5,8940,1.19,3.33,0,0.00000014
8,8940,1.31,3.75,0,0.00000014
8.5,8940,1.44,4.18,0,0.00000014
9,8940,1.58,4.64,0,0.00000014
9.5,8940,1.77,5.15,0,0.00000014
10,8940,1.88,5.6,0,0.00000014
10.5,8940,2.01,6.06,0,0.00000014
11,8940,2.14,6.54,0,0.00000014
11.5,8940,2.28,7.03,0,0.00000014
12,8940,2.43,7.52,0,0.00000014
12.5,8940,2.6,8.02,0,0.00000014
13,8940,2.77,8.53,0,0.00000014
13.5,8940,2.97,9.05,0,0.00000014
14,8940,3.17,9.57,0,0.00000014
14.5,8940,3.4,10.1,0,0.00000014
15,8940,3.64,10.6,3.072953861E-08,0.00000014
15.5,8940,3.91,11.2,5.547712525E-08,0.00000014
16,8940,4.19,11.7,8.166985566E-08,0.00000014
16.5,8940,4.5,12.3,0.000000129287373,0.00000014
17,8940,4.84,12.8,0.0000001683094695,0.00000014
17.5,8940,5.2,13.4,0.0000002087160862,0.00000014
18,8940,5.59,13.9,0.0000002404873123,0.00000014
18.5,8940,6,14.5,0.0000002936033847,0.00000014
19,8940,6.45,15,0.0000003380446875,0.00000014
19.5,8940,6.83,15.6,0.0000003737917515,0.00000014
20,8940,7.44,16.1,0.0000004108252537,0.00000014
20.5,8940,8.08,16.6,0.000000449126017,0.00000014
21,8940,8.76,17.1,0.0000004686750094,0.00000014
