T/K,rho/(kg/m3),cp/(J/(kg.K)),K/(W/(m.K)),alpha_thermal/(1/K),resistivity/(ohm.m)
1,7900,0.464,0.042,0,0.00000049
1.5,7900,0.697,0.0726,0,0.00000049
2,7900,0.931,0.103,0,0.00000049
2.5,7900,1.17,0.133,0,0.00000049
3,7900,1.4,0.164,0,0.00000049
3.5,7900,1.64,0.195,0,0.00000049
4,7900,1.88,0.227,0,0.00000049
4.5,7900,2.12,0.26,0,0.00000049
5,7900,2.37,0.3,6.422529369E-09,0.00000049
5.5,7900,2.61,0.34,1.738845979E-08,0.00000049
6,7900,2.86,0.381,2.911266405E-08,0.00000049
6.5,7900,3.12,0.425,4.158768918E-08,0.00000049
7,7900,3.37,0.47,5.480610907E-08,0.00000049
7.5,7900,3.64,0.516,6.876052449E-08,0.00000049
8,7900,3.9,0.565,8.344356308E-08,0.00000049
8.5,7900,4.17,0.614,9.884787937E-08,0.00000049
9,7900,4.45,0.665,0.0000001149661548,0.00000049
9.5,7900,4.75,0.719,0.0000001317910975,0.00000049
10,7900,5.02,0.77,0.0000001493154428,0.00000049
10.5,7900,5.29,0.822,0.0000001675319525,0.00000049
11,7900,5.57,0.875,0.0000001864334157,0.00000049
11.5,7900,5.86,0.929,0.0000002060126481,0.00000049
12,7900,6.15,0.983,0.0000002262624923,0.00000049
12.5,7900,6.45,1.04,0.0000002471758179,0.00000049
13,7900,6.76,1.09,0.0000002687455212,0.00000049
13.5,7900,7.08,1.15,0.0000002909645256,0.00000049
14,7900,7.42,1.21,0.0000003138257811,0.00000049
14.5,7900,7.76,1.27,0.0000003373222648,0.00000049
15,7900,8.12,1.33,0.0000003614469805,0.00000049
15.5,7900,8.49,1.39,0.0000003861929591,0.00000049
16,7900,8.88,1.45,0.0000004115532582,0.000000491
16.5,7900,9.28,1.51,0.0000004375209623,0.000000491
17,7900,9.69,1.57,0.0000004640891827,0.000000491
17.5,7900,10.1,1.63,0.0000004912510579,0.000000491
18,7900,10.6,1.69,0.0000005189997528,0.000000491
18.5,7900,11.1,1.76,0.0000005473284596,0.000000491
19,7900,11.5,1.82,0.000000576230397,0.000000491
19.5,7900,12,1.89,0.000000605698811,0.000000491
20,7900,12.6,1.95,0.000000635726974,0.000000491
20.5,7900,13.2,2.01,0.0000006663081857,0.000000491
21,7900,13.8,2.08,0.0000006974357725,0.000000491
21.5,7900,14.5,2.14,0.0000007291030875,0.000000491
22,7900,15.1,2.21,0.000000761303511,0.000000492
22.5,7900,15.8,2.28,0.0000007940304499,0.000000492
23,7900,16.5,2.34,0.0000008272773381,0.000000492
23.5,7900,17.3,2.41,0.0000008610376365,0.000000492
24,7900,18,2.48,0.0000008953048326,0.000000492
24.5,7900,18.8,2.54,0.000000930072441,0.000000493
25,7900,19.6,2.61,0.000000965334003,0.000000493
25.5,7900,20.5,2.68,0.000001001083087,0.000000493
26,7900,21.4,2.75,0.000001037313288,0.000000493
26.5,7900,22.2,2.82,0.000001074018228,0.000000493
27,7900,23.2,2.88,0.000001111191556,0.000000494
27.5,7900,24.1,2.95,0.000001148826948,0.000000494
28,7900,25.1,3.02,0.000001186918106,0.000000494
28.5,7900,26.1,3.09,0.00000122545876,0.000000494
29,7900,27.1,3.16,0.000001264442666,0.000000495
29.5,7900,28.2,3.23,0.000001303863608,0.000000495
30,7900,29.3,3.3,0.000001343715396,0.000000495
30.5,7900,30.4,3.37,0.000001383991866,0.000000495
31,7900,31.6,3.44,0.000001424686882,0.000000495
31.5,7900,32.8,3.52,0.000001465794337,0.000000496
32,7900,34,3.59,0.000001507308146,0.000000496
32.5,7900,35.2,3.66,0.000001549222254,0.000000496
33,7900,36.5,3.73,0.000001591530633,0.000000496
33.5,7900,37.8,3.8,0.000001634227282,0.000000497
34,7900,39.2,3.87,0.000001677306225,0.000000497
