iteration,unified_error,dT,dP,dQ,Q_total,energy_imbalance,damping
26,0.02894462577278496,0.009170251685741366,0.00036510911395561417,0.06300875818924322,108597.31579924999,0.05234033398557492,0.12752778927163327
27,0.02563136856502522,0.010134206322631277,0.0005102071314381612,0.05368911152421269,108164.32864851475,0.046078139180203835,0.13135362294978228
28,0.027246374923070034,0.010064708425528545,0.0006260548566274789,0.057738201453832794,107598.40377716847,0.040455041922336676,0.11165057950731494
29,0.030194527823814037,0.00792043112770308,0.000690673410875348,0.06722055172639435,107095.3886590679,0.03533510838357866,0.09490299258121769
30,0.03122330487362358,0.006133535619379702,0.0006490510289523272,0.0716002010502031,106867.40586368913,0.03146594650094186,0.09775008235865422
31,0.03114258077677835,0.005611293405979265,0.0005620040828555433,0.07196415649453884,106884.95584065207,0.028477051428358012,0.10068258482941385
32,0.030282021813999953,0.006161541220588004,0.0004936748652137392,0.06929667588180502,107122.29012918596,0.025636651740112742,0.10370306237429627
33,0.02859577897462031,0.006932089843372421,0.00043796638127959224,0.06433837440253856,107560.97299634625,0.022966796135118248,0.10681415424552516
34,0.0262852536055716,0.007481954985671972,0.00039738559661916666,0.05803248622994745,108150.07472814793,0.02047274656486775,0.11001857887289092
35,0.023733818011141695,0.007779647774580552,0.00037730686099053673,0.051366243822778414,108815.97621156542,0.018173462140398337,0.11331913623907765
36,0.021609112670132647,0.00784327060600981,0.0003823829093143818,0.04598831961466461,109476.15883505583,0.0160758464008055,0.11671871032624997
37,0.023640141683309048,0.007727793664463145,0.0004100511853790133,0.05116753495111997,110057.08528085612,0.014178587818853498,0.09921090377731248
38,0.024293140466931592,0.006202440382271012,0.0004531116558859865,0.054303854957114976,110516.07069530041,0.012471618170677531,0.10218723089063186
39,0.024361392797222242,0.006502826439934048,0.00046030882254205653,0.05417050114185053,110780.72132718038,0.01121986856227832,0.10525284781735082
40,0.023565028823774477,0.006891195586213839,0.000488771568727572,0.05177699068885857,110944.54413633102,0.01005852548562649,0.10841043325187134
41,0.02272805482894965,0.007155042715965323,0.0005232635504689042,0.04940346258117435,111024.07222265232,0.008993792904930704,0.11166274624942749
42,0.021839735040886377,0.007286462112796304,0.0005550764868001776,0.047035337246019555,111044.58640127996,0.008017616758669313,0.11501262863691031
43,0.02090282329607115,0.007290875323234135,0.0005791034790483108,0.04467663117741959,111036.48244710123,0.007123201554932407,0.11846300749601762
44,0.01993252170336737,0.0071879185345226455,0.0005926433634910958,0.04234706404215023,111031.04970204686,0.006304490465328855,0.12201689772089816
45,0.018951839169535127,0.007005875620344347,0.0005948791026843422,0.0400762827521513,111055.8218401394,0.005556528553735319,0.1256774046525251
46,0.01814079253983747,0.00677739699461517,0.0005865946446399907,0.038281287032658505,111130.27800169087,0.00487547654214825,0.12944772679210087
47,0.0173562962589482,0.006699629909252124,0.0005698784169513095,0.03640617152964273,111262.75170031573,0.0042598581748541295,0.1333311585958639
48,0.016356469442106447,0.006703747920697227,0.00054771925858343,0.03391356605527717,111449.17973422329,0.003712392107272328,0.1373310933537398
49,0.015598823203973771,0.006599668275185682,0.0005234102878306592,0.032135684590833415,111674.26113172514,0.0032109069708618427,0.141451026154352
50,0.014850972147831359,0.006379383374209276,0.0004998910166646605,0.030498101487036796,111914.92864808528,0.0027639442465253214,0.14569455693898256
51,0.014112704653239012,0.006054704328986278,0.00047924399675155344,0.028987435305735474,112144.97607763071,0.00236806274168822,0.15006539364715205
52,0.0133870580020476,0.005651421503892102,0.00046235033368753387,0.02758504833438313,112340.282547228,0.0020195028697558948,0.1545673554565666
53,0.012679516450405517,0.005204080478185258,0.00044888824380618085,0.02627026652592545,112483.1556608756,0.001734953323347618,0.1592043761202636
54,0.012033043631443608,0.004840121811088256,0.0004375015868723884,0.025023736474084568,112565.2344599439,0.001467622659148275,0.16398050740387152
55,0.011445262115296596,0.004570003890079397,0.00042618662021869953,0.023830058088052743,112588.54822489685,0.0012369260480673252,0.16889992262598766
56,0.010860095934132338,0.0042647481341922516,0.0004127953714645916,0.022679094015406298,112564.15032406915,0.0010511989239802295,0.1739669203047673
57,0.010276166607106809,0.00392609787944421,0.000395483615673776,0.021566576830485927,112509.17529535509,0.0008741857484751835,0.1791859279139103
58,0.009698632875212831,0.0035666218297194237,0.0003731504044459996,0.020493385156089654,112442.70588528475,0.0007226844976865941,0.18456150575132763
59,0.009137550416763491,0.00320729589102369,0.0003457352940539478,0.019463712503858064,112381.13446672412,0.0006097878629945265,0.19009835092386745
60,0.008601909123585046,0.0028649342922701447,0.000314268328166843,0.01848270435260905,112334.38514564821,0.000502695653795825,0.19580130145158348
61,0.008099305219448242,0.0025536809679852714,0.0002806322438825279,0.01755426595869407,112304.13598588826,0.0004075174920864239,0.20167534049513097
62,0.007633507611920149,0.0022806132542856645,0.0002470811381627591,0.01667961520643333,112284.28679677594,0.0003284450062952791,0.20772560070998491
63,0.007202473953536938,0.0020415114112233785,0.00021564298188468277,0.015856851981676627,112263.69155292558,0.0002639656616358035,0.21395736873128446
64,0.006801615411409714,0.0018287682153688733,0.00018757990782392907,0.01508148035924345,112230.2704609863,0.00021013655928769893,0.22037608979322298
65,0.0064259969556007355,0.001635653018960684,0.0001630669335371096,0.014347805903272599,112175.2109627666,0.00016535536326111168,0.22698737248701967
66,0.006071383717764785,0.0014575543902819196,0.00014130815441693866,0.013650250826921574,112095.55077411966,0.0001306421322670788,0.23379699366163026
67,0.005733055374307139,0.0012876862401368604,0.00012089524313770908,0.012984504574062132,111994.70601815078,0.00010607407134055349,0.24081090347147918
68,0.005410426844197827,0.001127807878817748,0.00010036784165929984,0.012348075310847173,111880.70879762695,8.856505827168429e-05,0.24803523057562357
69,0.005103219659688617,0.0009785438051143757,7.876530272977894e-05,0.011740122692742275,111762.916236073,7.377800868976958e-05,0.2554762874928923
70,0.005082466738309519,0.0008414008949347096,5.5951821261131394e-05,0.011836790040208522,111648.56134013935,5.94078320695385e-05,0.2631405761176791
71,0.0054226070054718255,0.0009148358018799497,3.261068553205373e-05,0.012625376369033586,111540.46968574017,4.5904129383190054e-05,0.22366948970002723
72,0.005708583230041776,0.0010743269344167315,2.0535131659416197e-05,0.013186863574858002,111436.797073496,3.450808423011996e-05,0.19011906624502314
73,0.00581092086760243,0.0011338461988543336,1.9049009810225694e-05,0.013383931465246628,111351.062591744,2.7839999638314307e-05,0.19582263823237384
74,0.005892603496287449,0.0012478473768919034,3.4858324042007315e-05,0.013466232201805716,111268.2107736257,2.437237237656094e-05,0.20169731737934504
75,0.0060967015438179945,0.0013705378934609424,4.5954813378726264e-05,0.01384823855939468,111162.76694131723,1.9995014020232682e-05,0.20774823690072539
76,0.00641418440122742,0.0015134199519354278,5.4581954674411123e-05,0.014494750073795916,111036.18898525725,1.7845774559614085e-05,0.17658600136561659
77,0.006691815559955787,0.0014567887421307842,6.314321174781381e-05,0.015241178551884777,110897.0676542508,1.8371249381995666e-05,0.1818835814065851
78,0.006919494113936439,0.0016254920664547034,6.990575524465044e-05,0.01563829034076407,110781.58338657788,1.5695019075363286e-05,0.18734008884878264
79,0.007153102601725121,0.0017942331667219354,7.855665330761547e-05,0.01604924501093706,110663.46651379997,1.3492338481690009e-05,0.19296029151424612
80,0.007362086861649471,0.0019578627812054435,8.849401370102463e-05,0.01640310736606772,110546.12062727842,1.1528019324532075e-05,0.19874910025967352
81,0.007529923737861909,0.002108736294425057,9.9233460202277e-05,0.016666456320128576,110432.07314283458,9.750304981997672e-06,0.20471157326746373
82,0.00765079261876349,0.002242741502936902,0.00011034646297759902,0.016829066812483022,110322.3121881982,8.295105267160609e-06,0.21085292046548765
83,0.007737164158580237,0.0023545425319594603,0.00012133382900883287,0.016927700949986715,110216.24946724848,7.240068859724221e-06,0.21717850807945227
84,0.007790146369941314,0.0024440782193373366,0.00013131003570350188,0.016965632687664198,110112.27188831932,6.471476523039197e-06,0.22369386332183586
85,0.007820669567498766,0.002512111314045523,0.0001398750588944146,0.016969625075254183,110008.62483954102,5.804440263311027e-06,0.23040467922149094
86,0.007852102419182761,0.002560468281692558,0.00014691275944972033,0.016996331386539488,109904.25491314978,5.138378597033173e-06,0.23731681959813566
87,0.007868278650301763,0.0025934527637461718,0.00015255505974960467,0.01700096633213343,109799.27840549062,4.504900262285427e-06,0.24443632418607975
88,0.007872848680200637,0.002610667211749741,0.00015706364136412333,0.016992922668069795,109694.91779773841,3.9595709688935095e-06,0.25176941391166213
89,0.007864973785462998,0.0026136393022706417,0.00016068495003783458,0.016968452686367937,109592.984807448,3.5770856994640075e-06,0.259322496329012
90,0.007829241705128201,0.0026014708762540075,0.000163541353491984,0.016889862709820503,109495.1791062043,3.458645231468219e-06,0.26710217121888236
91,0.007763247974473861,0.0025728208954261264,0.0001656014883643288,0.016752498296576362,109402.53117192275,3.7146441454519996e-06,0.2751152363554488
92,0.007679501825593392,0.0025294918156279463,0.00016673341980385267,0.016585896038453608,109315.2212108234,4.376649940921074e-06,0.2833686934461123
93,0.007575062589914557,0.0024709526416283045,0.00016680466836704291,0.016383301498974566,109232.80528338082,5.3395917465048825e-06,0.2918697542494957
94,0.007453376871543657,0.002400098292786576,0.00016577455927542902,0.01615045660643485,109154.67943765743,6.447836339639329e-06,0.3006258468769806
95,0.007325687804764153,0.0023199383770569956,0.00016373284520769342,0.01591241471224954,109080.5140760619,7.589214470166208e-06,0.30964462228329
96,0.007191875677634145,0.002231689645429823,0.00016087102799527974,0.0156675640346579,109010.4408045082,8.775916888939273e-06,0.31893396095178866
97,0.007045723473008701,0.0021376902314401655,0.00015740976681678044,0.015397913567673198,108944.9353505882,1.0100726427667397e-05,0.32850197978034235
98,0.006892128784682211,0.002039109279073046,0.00015352586294128508,0.015114449751161841,108884.51453822102,1.1662860555509876e-05,0.33835703917375265
99,0.006730249828359155,0.0019360162897317118,0.0001493178666271886,0.014814949347852581,108829.45222131145,1.347249822111383e-05,0.34850775034896525
100,0.006551617036818194,0.0018300982712951147,0.00014482069600997585,0.014476533972745382,108779.67593994868,1.5428075151261243e-05,0.35896298285943423
101,0.006376047567676915,0.0017224946614872107,0.00013991480698763133,0.014147666854211259,108734.86264755654,1.0115328019683593e-05,0.36973187234521726
102,0.006189398786370325,0.0016139434858823748,0.00013493729238239397,0.01379208483385224,108694.76038644431,7.869602628670271e-06,0.3808238285155738
103,0.006002929269214591,0.0015067054577675648,0.00012968685477696346,0.013435774287880432,108659.19452431588,2.6186905436477994e-05,0.392248543371041
104,0.005817054666838794,0.0014000469665486272,0.00012439336530008387,0.013080393017898316,108627.98891740292,2.4058332883570097e-05,0.4040159996721722
105,0.0056240871626329495,0.0012948821766550116,0.00011905743808584013,0.01270580701088444,108601.13033481003,2.7623471332028226e-05,0.4161364796623374
106,0.005442215906676405,0.001192733613181822,0.00011374118477499665,0.012355935561121691,108578.50262775098,2.7754826627970584e-05,0.42862057405220755
107,0.005246183514618182,0.0010940994669862028,0.00010845349752256475,0.01196713257079797,108559.93622491919,2.7927129333909758e-05,0.4414791912737738
108,0.005038106030644673,0.0009989665640437856,0.00010319944482232479,0.011544698790156736,108545.20228414051,2.7328638558673908e-05,0.454723567011987
109,0.004832529802789738,0.0009387292919341795,9.798287525425218e-05,0.011093603777413039,108534.0764457013,2.6295348917308893e-05,0.4683652740223466
110,0.004631302784490275,0.0009138020325057957,9.28121554022105e-05,0.010618048851018788,108526.37011893092,2.4886283354968004e-05,0.48241623224301705
111,0.004423947285765476,0.0008944455501155364,8.769479285713213e-05,0.010121575267869585,108521.92621242447,2.3217539785537606e-05,0.4968887192103076
112,0.00421054636656686,0.0008775944275286635,8.263201669876819e-05,0.009607455480539102,108520.59346708801,2.1385321014112417e-05,0.5
113,0.003983562855886084,0.0008411609716087982,7.761818151676889e-05,0.009078937077348028,108522.20982669154,1.9459293692042424e-05,0.5
114,0.0037545807095042323,0.0008095561322694429,7.165477749763938e-05,0.008541068252742317,108526.50488662027,1.7686169602088534e-05,0.5
115,0.0035230405503950484,0.0007852322982856131,6.570641790394444e-05,0.007989515868750036,108533.81241124464,1.623936330945992e-05,0.5
116,0.003287452679597562,0.0007642605836161413,6.028907360384097e-05,0.007424226578575844,108544.17703806006,1.501382670579876e-05,0.5
117,0.0030656773573237116,0.0007441444273157813,5.531155565963562e-05,0.00689239318816368,108557.06462687063,1.374485962605334e-05,0.5
118,0.003058389609088154,0.0007230877232800978,5.0588132890686815e-05,0.006897592232994943,108571.873821323,1.231387428939021e-05,0.5
119,0.0030428737096807722,0.0007004030104929327,4.601709161829792e-05,0.006883772717899849,108588.31023204623,1.0789500765137469e-05,0.5
120,0.0030182674862556423,0.0006758793060978311,4.156494401456569e-05,0.006849006937533992,108606.34413062579,9.302563226213081e-06,0.5
121,0.002988600331989375,0.0006493136803130103,3.720919522672396e-05,0.006803582552047065,108625.98772776296,7.925564238778497e-06,0.5
122,0.002951629580831626,0.0006213692375814753,3.291810645887773e-05,0.006741245661268151,108647.16440616525,6.668717960456955e-06,0.5
123,0.0029030731288054524,0.0005920323405762972,2.866364776612709e-05,0.0066513186575542695,108669.72579418245,5.520221292406762e-06,0.5
124,0.002843472431588306,0.0005612620304539523,2.443490505622289e-05,0.006535201595988701,108693.52111965576,4.481377976639722e-06,0.5
125,0.0027739003457753018,0.0005298408135248266,2.0237057736501387e-05,0.006394791522045177,108718.43254004294,3.5582672219441125e-06,0.5
126,0.0026951819012194563,0.000497606438672414,1.6083431467605583e-05,0.006232306598642425,108744.36566298711,2.758219288356522e-06,0.5
127,0.002608260686873479,0.00046476459065872874,1.1986523885539874e-05,0.006049893864582199,108771.22417888964,2.07955367478867e-06,0.5
128,0.0025141725883725563,0.0004319582605341195,7.956702945074328e-06,0.0058494948589247345,108798.89979258493,1.515214569792488e-06,0.5
129,0.002414447314238806,0.0003992872160291745,7.807698026249435e-06,0.005632927220554716,108827.27764888201,1.0599179668760127e-06,0.5
130,0.0023099809390920456,0.0003680679073314072,9.859888135129554e-06,0.005401954496331142,108856.24483957175,7.041800261922866e-07,0.5
131,0.0022252107485596613,0.000398751794602797,1.1915552995439717e-05,0.0051583173002986375,108885.6933500067,4.4234818274170494e-07,0.5
132,0.002135142566782179,0.0004271268958108709,1.3975220019096672e-05,0.004903741911135028,108915.51814620104,2.6471693742334766e-07,0.5
133,0.002040417200737953,0.00045313308649695965,1.6035648617279916e-05,0.0046398920910392825,108945.61480581049,1.6389132102650246e-07,0.5
134,0.0019417153606084594,0.00047689626631166075,1.809627953628305e-05,0.004368343995441347,108975.87917808777,1.305264818133962e-07,0.5
135,0.0018396953322856503,0.0004985463072313553,2.016292268090202e-05,0.004090610562142319,109006.2085466673,1.5642293740294067e-07,0.5
136,0.0017348386824431006,0.0005178274135648619,2.2233951190280043e-05,0.00380815231694775,109036.50278439061,2.333698392270296e-07,0.5
137,0.0017155208969990346,0.0005348637604909295,2.4312457249372484e-05,0.0037417822533819707,109066.66479897746,3.5279617630759703e-07,0.5
138,0.0017595334017655104,0.0005498476457453364,2.6402272639930633e-05,0.003835784722348474,109096.60047737818,5.068409138884122e-07,0.5
139,0.0018016996865776239,0.0005624954846040231,2.877639531755648e-05,0.003927365534181259,109126.21909421231,6.867484876714834e-07,0.5
140,0.0018385059738358477,0.0005731107832536253,3.1174162239653546e-05,0.004007567070216167,109155.4329574824,8.867291789277392e-07,0.5
141,0.0018716002104173638,0.0005815932311084755,3.3385349648625496e-05,0.004080714620110622,109184.157822849,1.098878218702415e-06,0.5
142,0.0019022086935170733,0.0005879707936591878,3.5406391314101497e-05,0.004149847744476445,109212.3134824911,1.3177674113327268e-06,0.5
143,0.0019291419855699762,0.0005924277237311161,3.723453175407553e-05,0.0042118099743167865,109239.82415808454,1.5377053822014015e-06,0.5
144,0.0019530695157901662,0.0005948535482806746,3.886804759895583e-05,0.004268386217395263,109266.6184181043,1.7524653688706956e-06,0.5
145,0.0019750812132687703,0.0005954578705206806,4.030610505697587e-05,0.004322092110122758,109292.62935625995,1.9586023215813408e-06,0.5
146,0.0019965171582574564,0.0005942427435841377,4.154881294310527e-05,0.0043762757455879505,109317.79467157541,2.151984057266098e-06,0.5
147,0.0020186829702032276,0.0005912171569001221,4.259714785750762e-05,0.004434191694679193,109342.05685816001,2.329147887496134e-06,0.5
148,0.002042813159479237,0.0005866787313038184,4.34529209397362e-05,0.004498627706924406,109365.36334266985,2.4873817750659616e-06,0.5
149,0.0020700825393065773,0.0005805639152007638,4.411872061095238e-05,0.004572583072760204,109387.6665575241,2.623932878613325e-06,0.5
150,0.002089405910388329,0.0005730028075247917,4.4597971137454124e-05,0.004628212982877304,109408.92390896019,2.7384011006036762e-06,0.5
151,0.0021009710936445345,0.0005641334189878169,4.489478690108802e-05,0.004665846921672975,109429.09792098305,2.8295808876673563e-06,0.5
152,0.002105032661692375,0.000554086369342647,4.501393009671865e-05,0.004685988319839932,109448.1562356891,2.896495611616999e-06,0.5
153,0.0021018594712827626,0.0005429850375326855,4.496082658473865e-05,0.004689183227381852,109466.07152914962,2.9386835942259684e-06,0.5
154,0.002091785661783039,0.0005310758706661123,4.4741413414647734e-05,0.004676017577084162,109482.8214787202,2.9567272694667534e-06,0.5
155,0.0020750743868166964,0.0005183926144484396,4.436231596126517e-05,0.004647112194612669,109498.38856054186,2.951742282238917e-06,0.5
156,0.002052093153764215,0.0005051932998874332,4.3830715212874126e-05,0.004603124226916667,109512.76028546295,2.924194279328677e-06,0.5
157,0.002023132037796819,0.000491503234413322,4.315377040284492e-05,0.004544749974877303,109525.92953779451,2.8763169315410597e-06,0.5
158,0.0019885268036026137,0.00047743874809410083,4.233922917473472e-05,0.004472708646325066,109537.89355026778,2.8095743138358687e-06,0.5
159,0.0019486315762856621,0.0004631435031304806,4.139527880010184e-05,0.004387737798183623,109548.65366366768,2.7244557639619e-06,0.5
160,0.0019037267941219307,0.00044855732935006223,4.0330372757096086e-05,0.0042905944695762165,109558.21547911385,2.624316210275364e-06,0.5
161,0.0018541471969378228,0.00043373457934807734,3.915311062807393e-05,0.004182056857682442,109566.58904409228,2.5114046144769323e-06,0.5
162,0.0018002437513475866,0.00041875275855308893,3.787222558132263e-05,0.004062920507025216,109573.78865232889,2.3862369288453552e-06,0.5
163,0.0017423199449475122,0.0004035591798166325,3.649658396612427e-05,0.003933992390569086,109579.8324805833,2.252557613234369e-06,0.5
164,0.0016807328986343673,0.00038822848278827145,3.5035149563905734e-05,0.003796086189015694,109584.74228191568,2.1120004535775733e-06,0.5
165,0.0016158298651204287,0.0003728068112215058,3.349692217723099e-05,0.00365001939049095,109588.54319778181,1.9661828341990863e-06,0.5
166,0.0015479262755621376,0.00035725924053956983,3.1890878328884275e-05,0.0034966110092013317,109591.26360278463,1.8171539167977221e-06,0.5
167,0.0014773740832975954,0.0003416433316812568,3.0225928368941563e-05,0.003336678912378261,109592.93491089829,1.667444239376995e-06,0.5
168,0.001404555306203733,0.0003260961308223515,2.8510883654735908e-05,0.0031710366928596133,109593.59133596651,1.5180422465946905e-06,0.5
169,0.001329772012241534,0.00031056234700906754,2.675442503347241e-05,0.0030004904710780314,109593.26964210765,1.3706618690882614e-06,0.5
170,0.001253363901065211,0.00029509119755514155,2.496506921998568e-05,0.002825836020497893,109592.00890060284,1.2275357173679682e-06,0.5
171,0.0011756647938814192,0.00027973025013788903,2.3151135616906e-05,0.002647856166757206,109589.85025583074,1.0893426585873649e-06,0.5
172,0.0010970015462806546,0.0002645251498499985,2.132071525864691e-05,0.0024673183582223147,109586.83669729227,9.571300372769606e-07,0.5
173,0.0010216569395102046,0.0002495193228185278,1.9481645063494914e-05,0.0022948822034252365,109583.01282667887,8.317665975610666e-07,0.5
174,0.0010066967622395502,0.000234753810562683,1.7641474210493436e-05,0.0022731673579309457,109578.42462348855,7.147526641885803e-07,0.5
175,0.000988962137800542,0.0002202669583988899,1.5807449756290614e-05,0.0022442346612243196,109573.11920222701,6.066253952723365e-07,0.5
